lat,lon
-8.056650122699386,-34.95581164383562
-8.056650122699386,-34.95571068493151
-8.056650122699386,-34.9556097260274
-8.056650122699386,-34.95550876712329
-8.056650122699386,-34.95540780821918
-8.056650122699386,-34.95530684931507
-8.056650122699386,-34.95520589041096
-8.056650122699386,-34.95510493150685
-8.056650122699386,-34.95500397260274
-8.056650122699386,-34.95490301369863
-8.056650122699386,-34.95480205479452
-8.056650122699386,-34.954701095890414
-8.056650122699386,-34.9546001369863
-8.056650122699386,-34.954499178082195
-8.056650122699386,-34.95439821917808
-8.056650122699386,-34.954297260273975
-8.056650122699386,-34.95419630136986
-8.056650122699386,-34.954095342465756
-8.056650122699386,-34.95399438356164
-8.056650122699386,-34.95389342465754
-8.056650122699386,-34.95379246575342
-8.056650122699386,-34.95369150684932
-8.056650122699386,-34.953590547945204
-8.056650122699386,-34.9534895890411
-8.056650122699386,-34.953388630136985
-8.056650122699386,-34.95328767123288
-8.056650122699386,-34.953186712328765
-8.056650122699386,-34.95308575342466
-8.056650122699386,-34.952984794520546
-8.056650122699386,-34.95288383561644
-8.056650122699386,-34.95278287671233
-8.056650122699386,-34.95268191780822
-8.056650122699386,-34.95258095890411
-8.056650122699386,-34.95248
-8.056650122699386,-34.952379041095895
-8.056650122699386,-34.95227808219178
-8.056650122699386,-34.952177123287676
-8.056650122699386,-34.95207616438356
-8.056650122699386,-34.95197520547946
-8.056650122699386,-34.95187424657534
-8.056650122699386,-34.95177328767124
-8.056650122699386,-34.951672328767124
-8.056650122699386,-34.95157136986302
-8.056650122699386,-34.951470410958905
-8.056650122699386,-34.9513694520548
-8.056650122699386,-34.951268493150685
-8.056650122699386,-34.95116753424658
-8.056650122699386,-34.951066575342466
-8.056650122699386,-34.95096561643836
-8.056650122699386,-34.95086465753425
-8.056650122699386,-34.95076369863014
-8.056650122699386,-34.95066273972603
-8.056650122699386,-34.95056178082192
-8.056650122699386,-34.95046082191781
-8.056650122699386,-34.9503598630137
-8.056650122699386,-34.95025890410959
-8.056650122699386,-34.95015794520548
-8.056650122699386,-34.95005698630137
-8.056650122699386,-34.94995602739726
-8.056650122699386,-34.94985506849315
-8.056650122699386,-34.949754109589044
-8.056650122699386,-34.94965315068493
-8.056650122699386,-34.949552191780825
-8.056650122699386,-34.94945123287671
-8.056650122699386,-34.949350273972605
-8.056650122699386,-34.94924931506849
-8.056650122699386,-34.949148356164386
-8.056650122699386,-34.94904739726027
-8.056650122699386,-34.94894643835617
-8.056650122699386,-34.948845479452054
-8.056650122699386,-34.94874452054795
-8.056650122699386,-34.948643561643834
-8.056650122699386,-34.94854260273973
-8.056650122699386,-34.948441643835615
-8.056650122699386,-34.94834068493151
-8.056650122699386,-34.948239726027396
-8.056650122699386,-34.94813876712329
-8.056650122699386,-34.948037808219176
-8.056650122699386,-34.94793684931507
-8.056650122699386,-34.94783589041096
-8.056650122699386,-34.94773493150685
-8.056650122699386,-34.94763397260274
-8.056650122699386,-34.94753301369863
-8.056650122699386,-34.94743205479452
-8.056650122699386,-34.94733109589041
-8.056650122699386,-34.9472301369863
-8.056650122699386,-34.94712917808219
-8.056650122699386,-34.94702821917808
-8.056650122699386,-34.946927260273974
-8.056650122699386,-34.94682630136986
-8.056650122699386,-34.946725342465754
-8.056650122699386,-34.94662438356164
-8.056650122699386,-34.946523424657535
-8.056650122699386,-34.94642246575342
-8.056650122699386,-34.946321506849316
-8.056650122699386,-34.9462205479452
-8.056650122699386,-34.946119589041096
-8.056650122699386,-34.94601863013698
-8.056650122699386,-34.94591767123288
-8.056650122699386,-34.945816712328764
-8.056650122699386,-34.94571575342466
-8.056650122699386,-34.945614794520544
-8.056650122699386,-34.94551383561644
-8.056650122699386,-34.945412876712325
-8.056650122699386,-34.94531191780822
-8.056650122699386,-34.945210958904106
-8.056569570552147,-34.95985
-8.056569570552147,-34.9597490410959
-8.056569570552147,-34.959648082191784
-8.056569570552147,-34.95954712328768
-8.056569570552147,-34.959446164383564
-8.056569570552147,-34.95934520547946
-8.056569570552147,-34.959244246575345
-8.056569570552147,-34.95914328767124
-8.056569570552147,-34.959042328767126
-8.056569570552147,-34.95894136986302
-8.056569570552147,-34.958840410958906
-8.056569570552147,-34.9587394520548
-8.056569570552147,-34.95863849315069
-8.056569570552147,-34.95853753424658
-8.056569570552147,-34.95843657534247
-8.056569570552147,-34.95833561643836
-8.056569570552147,-34.95823465753425
-8.056569570552147,-34.95813369863014
-8.056569570552147,-34.95803273972603
-8.056569570552147,-34.95793178082192
-8.056569570552147,-34.95783082191781
-8.056569570552147,-34.957729863013704
-8.056569570552147,-34.95762890410959
-8.056569570552147,-34.957527945205484
-8.056569570552147,-34.95742698630137
-8.056569570552147,-34.957326027397265
-8.056569570552147,-34.95722506849315
-8.056569570552147,-34.957124109589046
-8.056569570552147,-34.95702315068493
-8.056569570552147,-34.956922191780826
-8.056569570552147,-34.95682123287671
-8.056569570552147,-34.95672027397261
-8.056569570552147,-34.956619315068494
-8.056569570552147,-34.95651835616439
-8.056569570552147,-34.956417397260275
-8.056569570552147,-34.95631643835617
-8.056569570552147,-34.956215479452055
-8.056569570552147,-34.95611452054795
-8.056569570552147,-34.956013561643836
-8.056569570552147,-34.95591260273973
-8.056569570552147,-34.95581164383562
-8.056569570552147,-34.95571068493151
-8.056569570552147,-34.9556097260274
-8.056569570552147,-34.95550876712329
-8.056569570552147,-34.95540780821918
-8.056569570552147,-34.95530684931507
-8.056569570552147,-34.95520589041096
-8.056569570552147,-34.95510493150685
-8.056569570552147,-34.95500397260274
-8.056569570552147,-34.95490301369863
-8.056569570552147,-34.95480205479452
-8.056569570552147,-34.954701095890414
-8.056569570552147,-34.9546001369863
-8.056569570552147,-34.954499178082195
-8.056569570552147,-34.95439821917808
-8.056569570552147,-34.954297260273975
-8.056569570552147,-34.95419630136986
-8.056569570552147,-34.954095342465756
-8.056569570552147,-34.95399438356164
-8.056569570552147,-34.95389342465754
-8.056569570552147,-34.95379246575342
-8.056569570552147,-34.95369150684932
-8.056569570552147,-34.953590547945204
-8.056569570552147,-34.9534895890411
-8.056569570552147,-34.953388630136985
-8.056569570552147,-34.95328767123288
-8.056569570552147,-34.953186712328765
-8.056569570552147,-34.95308575342466
-8.056569570552147,-34.952984794520546
-8.056569570552147,-34.95288383561644
-8.056569570552147,-34.95278287671233
-8.056569570552147,-34.95268191780822
-8.056569570552147,-34.95258095890411
-8.056569570552147,-34.95248
-8.056569570552147,-34.952379041095895
-8.056569570552147,-34.95227808219178
-8.056569570552147,-34.952177123287676
-8.056569570552147,-34.95207616438356
-8.056569570552147,-34.95197520547946
-8.056569570552147,-34.95187424657534
-8.056569570552147,-34.95177328767124
-8.056569570552147,-34.951672328767124
-8.056569570552147,-34.95157136986302
-8.056569570552147,-34.951470410958905
-8.056569570552147,-34.9513694520548
-8.056569570552147,-34.951268493150685
-8.056569570552147,-34.95116753424658
-8.056569570552147,-34.951066575342466
-8.056569570552147,-34.95096561643836
-8.056569570552147,-34.95086465753425
-8.056569570552147,-34.95076369863014
-8.056569570552147,-34.95066273972603
-8.056569570552147,-34.95056178082192
-8.056569570552147,-34.95046082191781
-8.056569570552147,-34.9503598630137
-8.056569570552147,-34.95025890410959
-8.056569570552147,-34.95015794520548
-8.056569570552147,-34.95005698630137
-8.056569570552147,-34.94995602739726
-8.056569570552147,-34.94985506849315
-8.056569570552147,-34.949754109589044
-8.056569570552147,-34.94965315068493
-8.056569570552147,-34.949552191780825
-8.056569570552147,-34.94945123287671
-8.056569570552147,-34.949350273972605
-8.056569570552147,-34.94924931506849
-8.056569570552147,-34.949148356164386
-8.056569570552147,-34.94904739726027
-8.056569570552147,-34.94894643835617
-8.056569570552147,-34.948845479452054
-8.056569570552147,-34.94874452054795
-8.056569570552147,-34.948643561643834
-8.056569570552147,-34.94854260273973
-8.056569570552147,-34.948441643835615
-8.056569570552147,-34.94834068493151
-8.056569570552147,-34.948239726027396
-8.056569570552147,-34.94813876712329
-8.056569570552147,-34.948037808219176
-8.056569570552147,-34.94793684931507
-8.056569570552147,-34.94783589041096
-8.056569570552147,-34.94773493150685
-8.056569570552147,-34.94763397260274
-8.056569570552147,-34.94753301369863
-8.056569570552147,-34.94743205479452
-8.056569570552147,-34.94733109589041
-8.056569570552147,-34.9472301369863
-8.056569570552147,-34.94712917808219
-8.056569570552147,-34.94702821917808
-8.056569570552147,-34.946927260273974
-8.056569570552147,-34.94682630136986
-8.056569570552147,-34.946725342465754
-8.056569570552147,-34.94662438356164
-8.056569570552147,-34.946523424657535
-8.056569570552147,-34.94642246575342
-8.056569570552147,-34.946321506849316
-8.056569570552147,-34.9462205479452
-8.056569570552147,-34.946119589041096
-8.056569570552147,-34.94601863013698
-8.056569570552147,-34.94591767123288
-8.056569570552147,-34.945816712328764
-8.056569570552147,-34.94571575342466
-8.056569570552147,-34.945614794520544
-8.056569570552147,-34.94551383561644
-8.056569570552147,-34.945412876712325
-8.056569570552147,-34.94531191780822
-8.056569570552147,-34.945210958904106
-8.056489018404907,-34.95985
-8.056489018404907,-34.9597490410959
-8.056489018404907,-34.959648082191784
-8.056489018404907,-34.95954712328768
-8.056489018404907,-34.959446164383564
-8.056489018404907,-34.95934520547946
-8.056489018404907,-34.959244246575345
-8.056489018404907,-34.95914328767124
-8.056489018404907,-34.959042328767126
-8.056489018404907,-34.95894136986302
-8.056489018404907,-34.958840410958906
-8.056489018404907,-34.9587394520548
-8.056489018404907,-34.95863849315069
-8.056489018404907,-34.95853753424658
-8.056489018404907,-34.95843657534247
-8.056489018404907,-34.95833561643836
-8.056489018404907,-34.95823465753425
-8.056489018404907,-34.95813369863014
-8.056489018404907,-34.95803273972603
-8.056489018404907,-34.95793178082192
-8.056489018404907,-34.95783082191781
-8.056489018404907,-34.957729863013704
-8.056489018404907,-34.95762890410959
-8.056489018404907,-34.957527945205484
-8.056489018404907,-34.95742698630137
-8.056489018404907,-34.957326027397265
-8.056489018404907,-34.95722506849315
-8.056489018404907,-34.957124109589046
-8.056489018404907,-34.95702315068493
-8.056489018404907,-34.956922191780826
-8.056489018404907,-34.95682123287671
-8.056489018404907,-34.95672027397261
-8.056489018404907,-34.956619315068494
-8.056489018404907,-34.95651835616439
-8.056489018404907,-34.956417397260275
-8.056489018404907,-34.95631643835617
-8.056489018404907,-34.956215479452055
-8.056489018404907,-34.95611452054795
-8.056489018404907,-34.956013561643836
-8.056489018404907,-34.95591260273973
-8.056489018404907,-34.95581164383562
-8.056489018404907,-34.95571068493151
-8.056489018404907,-34.9556097260274
-8.056489018404907,-34.95550876712329
-8.056489018404907,-34.95540780821918
-8.056489018404907,-34.95530684931507
-8.056489018404907,-34.95520589041096
-8.056489018404907,-34.95510493150685
-8.056489018404907,-34.95500397260274
-8.056489018404907,-34.95490301369863
-8.056489018404907,-34.95480205479452
-8.056489018404907,-34.954701095890414
-8.056489018404907,-34.9546001369863
-8.056489018404907,-34.954499178082195
-8.056489018404907,-34.95439821917808
-8.056489018404907,-34.954297260273975
-8.056489018404907,-34.95419630136986
-8.056489018404907,-34.954095342465756
-8.056489018404907,-34.95399438356164
-8.056489018404907,-34.95389342465754
-8.056489018404907,-34.95379246575342
-8.056489018404907,-34.95369150684932
-8.056489018404907,-34.953590547945204
-8.056489018404907,-34.9534895890411
-8.056489018404907,-34.953388630136985
-8.056489018404907,-34.95328767123288
-8.056489018404907,-34.953186712328765
-8.056489018404907,-34.95308575342466
-8.056489018404907,-34.952984794520546
-8.056489018404907,-34.95288383561644
-8.056489018404907,-34.95278287671233
-8.056489018404907,-34.95268191780822
-8.056489018404907,-34.95258095890411
-8.056489018404907,-34.95248
-8.056489018404907,-34.952379041095895
-8.056489018404907,-34.95227808219178
-8.056489018404907,-34.952177123287676
-8.056489018404907,-34.95207616438356
-8.056489018404907,-34.95197520547946
-8.056489018404907,-34.95187424657534
-8.056489018404907,-34.95177328767124
-8.056489018404907,-34.951672328767124
-8.056489018404907,-34.95157136986302
-8.056489018404907,-34.951470410958905
-8.056489018404907,-34.9513694520548
-8.056489018404907,-34.951268493150685
-8.056489018404907,-34.95116753424658
-8.056489018404907,-34.951066575342466
-8.056489018404907,-34.95096561643836
-8.056489018404907,-34.95086465753425
-8.056489018404907,-34.95076369863014
-8.056489018404907,-34.95066273972603
-8.056489018404907,-34.95056178082192
-8.056489018404907,-34.95046082191781
-8.056489018404907,-34.9503598630137
-8.056489018404907,-34.95025890410959
-8.056489018404907,-34.95015794520548
-8.056489018404907,-34.95005698630137
-8.056489018404907,-34.94995602739726
-8.056489018404907,-34.94985506849315
-8.056489018404907,-34.949754109589044
-8.056489018404907,-34.94965315068493
-8.056489018404907,-34.949552191780825
-8.056489018404907,-34.94945123287671
-8.056489018404907,-34.949350273972605
-8.056489018404907,-34.94924931506849
-8.056489018404907,-34.949148356164386
-8.056489018404907,-34.94904739726027
-8.056489018404907,-34.94894643835617
-8.056489018404907,-34.948845479452054
-8.056489018404907,-34.94874452054795
-8.056489018404907,-34.948643561643834
-8.056489018404907,-34.94854260273973
-8.056489018404907,-34.948441643835615
-8.056489018404907,-34.94834068493151
-8.056489018404907,-34.948239726027396
-8.056489018404907,-34.94813876712329
-8.056489018404907,-34.948037808219176
-8.056489018404907,-34.94793684931507
-8.056489018404907,-34.94783589041096
-8.056489018404907,-34.94773493150685
-8.056489018404907,-34.94763397260274
-8.056489018404907,-34.94753301369863
-8.056489018404907,-34.94743205479452
-8.056489018404907,-34.94733109589041
-8.056489018404907,-34.9472301369863
-8.056489018404907,-34.94712917808219
-8.056489018404907,-34.94702821917808
-8.056489018404907,-34.946927260273974
-8.056489018404907,-34.94682630136986
-8.056489018404907,-34.946725342465754
-8.056489018404907,-34.94662438356164
-8.056489018404907,-34.946523424657535
-8.056489018404907,-34.94642246575342
-8.056489018404907,-34.946321506849316
-8.056489018404907,-34.9462205479452
-8.056489018404907,-34.946119589041096
-8.056489018404907,-34.94601863013698
-8.056489018404907,-34.94591767123288
-8.056489018404907,-34.945816712328764
-8.056489018404907,-34.94571575342466
-8.056489018404907,-34.945614794520544
-8.056489018404907,-34.94551383561644
-8.056489018404907,-34.945412876712325
-8.056489018404907,-34.94531191780822
-8.056489018404907,-34.945210958904106
-8.056408466257668,-34.95985
-8.056408466257668,-34.9597490410959
-8.056408466257668,-34.959648082191784
-8.056408466257668,-34.95954712328768
